taco
brokerage,sic_codes,company_name,company_number,jurisdiction,last_full_members_list_date,date_of_creation,type,status,undeliverable_registered_office_address,has_been_liquidated,etag,has_insolvency_history,company_status,has_charges,registered_office_is_in_dispute,has_super_secure_pscs,can_file,registered_office_address.region,registered_office_address.postal_code,registered_office_address.locality,registered_office_address.address_line_1,accounts.next_accounts.period_end_on,accounts.next_accounts.due_on,accounts.next_accounts.overdue,accounts.next_accounts.period_start_on,accounts.last_accounts.made_up_to,accounts.last_accounts.type,accounts.last_accounts.period_start_on,accounts.last_accounts.period_end_on,accounts.next_due,accounts.next_made_up_to,accounts.accounting_reference_date.day,accounts.accounting_reference_date.month,accounts.overdue,confirmation_statement.next_made_up_to,confirmation_statement.overdue,confirmation_statement.last_made_up_to,confirmation_statement.next_due,links.self,links.filing_history,links.officers,links.persons_with_significant_control,registered_office_address.country,previous_company_names,registered_office_address.address_line_2,links.charges,links.persons_with_significant_control_statements,date_of_cessation,links.insolvency,branch_company_details.parent_company_name,branch_company_details.parent_company_number,branch_company_details.business_activity,links.overseas,external_registration_number,links.uk_establishments,foreign_company_details.accounts.must_file_within.months,foreign_company_details.accounts.account_period_to.day,foreign_company_details.accounts.account_period_to.month,foreign_company_details.accounts.account_period_from.day,foreign_company_details.accounts.account_period_from.month,foreign_company_details.accounting_requirement.foreign_account_type,foreign_company_details.accounting_requirement.terms_of_account_publication,foreign_company_details.governed_by,foreign_company_details.legal_form,foreign_company_details.originating_registry.country,foreign_company_details.originating_registry.name,foreign_company_details.business_activity,foreign_company_details.registration_number,foreign_company_details.is_a_credit_financial_institution,annual_return.last_made_up_to,links.registers,registered_office_address.care_of,super_secure_managing_officer_count,service_address.address_line_1,service_address.locality,service_address.postal_code,service_address.region,service_address.country,service_address.address_line_2,company_status_detail,partial_data_available
Dixons Commercial Insurance Brokers (Hedron Network) CANX,,AA COMMERCIAL INSURANCE BROKERS LIMITED,NF002976,united-kingdom,,1991-04-24,oversea-company,,FALSE,,8594916be36c0e3b95af378efcf651b0a6fd21a9,FALSE,converted-closed,FALSE,,,FALSE,,BT2 7AH,Belfast,Fanum House,,,,,,null,,,,,,,,,,,,/company/NF002976,/company/NF002976/filing-history,/company/NF002976/officers,,,,108-111 Great Victoria Street,,,,,,,,,,,,,,,,accounting-requirements-of-originating-country-apply,accounting-publication-date-does-not-need-to-be-supplied-by-company,,,Great Britain,,,912211,FALSE,,,,,,,,,,,,
Policywise Ltd,['66220'],CENTURY INSURANCE BROKER CO LTD (REPRESENTATIVE OFFICE),FC032718,united-kingdom,,2015-05-01,oversea-company,,FALSE,,49aff099ee1e3fd009e3642cd740d171cbaae8d0,FALSE,active,FALSE,,,FALSE,Beijing,,"Xichend District,","Room 1937-1943a, Building 10 - Building 6,8,10,12,16,18,",2015-12-31,,FALSE,,2014-12-31,null,,2014-12-31,,2015-12-31,,,FALSE,,,,,/company/FC032718,/company/FC032718/filing-history,/company/FC032718/officers,,,,"Xuanwumenwai Street,",,,,,,,,,110102005766463,/company/FC032718/uk-establishments,3,31,12,1,1,accounting-requirements-of-originating-country-apply,accounts-publication-date-supplied-by-company,"Company Law Of China, Insurance Law Of China - Provisions Of The Supervision & Administration Of Insurance Brokerage Institutions (2013 Revision)",Limited Private Company,CHINA,Beijing Administation For Industry And Commerce (Baic),"Establish Insurance Plans For The Insurance Applicant, Choose The Insurer, Perfo",110102005766463,FALSE,,,,,,,,,,,,
Arthur J Gallagher (UK) Ltd (Symmetry),['82990'],ARTHUR J. GALLAGHER INSURANCE BROKERS LIMITED,SC108909,scotland,2016-01-16,1988-01-26,ltd,,FALSE,FALSE,ade3832e1a81f789d9a78dd57975599178e93ce6,FALSE,active,TRUE,FALSE,FALSE,TRUE,Scotland,G2 7AT,Glasgow,Spectrum Building,2023-12-31,2024-09-30,FALSE,2023-01-01,2022-12-31,full,2022-01-01,2022-12-31,2024-09-30,2023-12-31,31,12,FALSE,2024-01-16,FALSE,2023-01-16,2024-01-30,/company/SC108909,/company/SC108909/filing-history,/company/SC108909/officers,/company/SC108909/persons-with-significant-control,Scotland,"[{'effective_from': '1995-08-15', 'name': 'GILES INSURANCE BROKERS LIMITED', 'ceased_on': '2014-05-06'}, {'effective_from': '1988-03-24', 'name': 'GILES INSURANCE SERVICES LIMITED', 'ceased_on': '1995-08-15'}, {'name': 'SKILLPLEDGE LIMITED', 'ceased_on': '1988-03-24', 'effective_from': '1988-01-26'}]",55 Blythswood Street,/company/SC108909/charges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Riverdale Business Solutions Ltd t/as Riverdale Insurance (Premier) CANX,['66220'],R V D SOLUTIONS LIMITED,9002598,england-wales,2016-04-17,2014-04-17,ltd,active,FALSE,FALSE,d792dc4847e6c9e68a2ac01efd9f045f63aa2a3e,FALSE,active,TRUE,FALSE,FALSE,TRUE,,M1 3BE,Manchester,9 2nd Floor,2022-07-31,2023-04-30,TRUE,2021-08-01,2021-07-31,unaudited-abridged,2020-08-01,2021-07-31,2023-04-30,2022-07-31,31,7,TRUE,2022-07-18,TRUE,2021-07-18,2022-08-01,/company/09002598,/company/09002598/filing-history,/company/09002598/officers,/company/09002598/persons-with-significant-control,England,"[{'effective_from': '2014-04-17', 'name': 'RIVERDALE BUSINESS SOLUTIONS LIMITED', 'ceased_on': '2022-08-26'}]",9 Portland Street,/company/09002598/charges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tower Insurance Brokers Ltd (Willis Network),['65120'],TOWER INSURANCE BROKERS LTD,10691863,england-wales,,2017-03-27,ltd,,FALSE,,746fc2fa7fcf225c448247e0af96136407e46f8b,FALSE,active,FALSE,FALSE,FALSE,TRUE,Lancashire,FY8 5LH,Lytham,7-9 Church Road,2023-04-30,2024-01-31,FALSE,2022-05-01,2022-04-30,total-exemption-full,2021-05-01,2022-04-30,2024-01-31,2023-04-30,30,4,FALSE,2024-03-26,FALSE,2023-03-26,2024-04-09,/company/10691863,/company/10691863/filing-history,/company/10691863/officers,/company/10691863/persons-with-significant-control,United Kingdom,"[{'effective_from': '2017-05-10', 'name': 'GIC RISK MANAGEMENT LIMITED', 'ceased_on': '2018-08-29'}, {'ceased_on': '2017-05-10', 'name': 'GUARDIAN IC LIMITED', 'effective_from': '2017-03-27'}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Insure Risk Limited CANX,['66220'],G. DRIESSEN JR. RIJSWIJK B.V. TRADING AS CLEAR RISK INSURANCE BROKERS LTD,9716249,england-wales,,2015-08-04,ltd,,FALSE,,02d67631f14bf722ed7a245600c12ddc5deaa1c2,FALSE,active,FALSE,FALSE,FALSE,TRUE,Essex,SS1 1EG,Southend On Sea,1 - 5 Nelson Street,2022-12-30,2023-09-30,FALSE,2022-01-01,2021-12-31,total-exemption-full,2021-01-01,2021-12-31,2023-09-30,2022-12-30,30,12,FALSE,2023-08-03,FALSE,2022-08-03,2023-08-17,/company/09716249,/company/09716249/filing-history,/company/09716249/officers,/company/09716249/persons-with-significant-control,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gothic Insurance Brokers Ltd ta Certis Insurance Brokers (Premier) CANX,['66220'],GOTHIC INSURANCE BROKERS LIMITED,880423,england-wales,2016-03-03,1966-05-31,ltd,,FALSE,FALSE,ab2f104c606558d9b53772b43c44e1d147a7888f,FALSE,active,FALSE,FALSE,FALSE,TRUE,,CM17 0DP,Harlow,81a High Street,2023-07-31,2024-04-30,FALSE,2022-08-01,2022-07-31,total-exemption-full,2021-08-01,2022-07-31,2024-04-30,2023-07-31,31,7,FALSE,2023-09-04,FALSE,2022-09-04,2023-09-18,/company/00880423,/company/00880423/filing-history,/company/00880423/officers,/company/00880423/persons-with-significant-control,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Burrow Humphreys Ltd (Advantage) CANX,['82990'],D W BURROWS INSURANCE BROKERS LIMITED,6803972,england-wales,2014-01-28,2009-01-28,ltd,active,FALSE,FALSE,e5b322fc97f69fda0d9ac1090cce47490225d153,FALSE,dissolved,FALSE,,,FALSE,Vale Of Glamorgan,CF63 4HN,Barry,188 Holton Road,,,,,2014-05-31,total-exemption-small,,,,,31,5,,,,,,/company/06803972,/company/06803972/filing-history,/company/06803972/officers,,,,,,,2015-06-30,,,,,,,,,,,,,,,,,,,,,,2014-01-28,,,,,,,,,,,
Business Insurance Broking Services (Hedron Network) CANX,['65120'],BUSINESS INSURANCE BROKING SERVICES LIMITED,6678489,england-wales,2015-08-21,2008-08-21,ltd,active,FALSE,FALSE,7f5939f78c51f185929fb96cd4bdf5a1553a1f0f,FALSE,active,FALSE,FALSE,FALSE,TRUE,,BL6 7AF,Bolton,168 Lee Lane,2023-09-30,2024-06-30,FALSE,2022-10-01,2022-09-30,total-exemption-full,2021-10-01,2022-09-30,2024-06-30,2023-09-30,30,9,FALSE,2023-08-21,FALSE,2022-08-21,2023-09-04,/company/06678489,/company/06678489/filing-history,/company/06678489/officers,/company/06678489/persons-with-significant-control,,,Horwich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reich Magen HNW Scheme,['66220'],REICH INSURANCE BROKERS LIMITED,3697314,england-wales,2015-12-23,1999-01-19,ltd,,FALSE,FALSE,7a0aa1bae9fccca63c298d5b8a0410ef0e549f83,FALSE,active,TRUE,FALSE,FALSE,TRUE,Manchester,M3 5EQ,Salford,197 Chapel Street,2023-03-31,2023-12-31,FALSE,2022-04-01,2022-03-31,full,2021-04-01,2022-03-31,2023-12-31,2023-03-31,31,3,FALSE,2023-12-23,FALSE,2022-12-23,2024-01-06,/company/03697314,/company/03697314/filing-history,/company/03697314/officers,/company/03697314/persons-with-significant-control,,"[{'effective_from': '1999-01-19', 'ceased_on': '2009-12-02', 'name': 'W B TIDEY & CO LIMITED'}]",,/company/03697314/charges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PH7 Insurance Brokers (Advantage) CANX,['65120'],AAA INSURANCE & REINSURANCE BROKERS LIMITED,4474263,england-wales,2015-07-01,2002-07-01,ltd,active,FALSE,FALSE,1eaac1e0c25d561ded67b13891a5fddbfdfc3997,TRUE,liquidation,TRUE,FALSE,FALSE,TRUE,,EC4M 7AU,London,30 Old Bailey,2020-01-31,2021-01-31,TRUE,2019-01-01,2018-12-31,full,2018-01-01,2018-12-31,2021-01-31,2020-01-31,31,1,TRUE,2021-07-01,TRUE,2020-07-01,2021-07-15,/company/04474263,/company/04474263/filing-history,/company/04474263/officers,/company/04474263/persons-with-significant-control,,"[{'name': 'AAA INSURANCE AND REINSURANCE BROKERS LIMITED', 'ceased_on': '2002-09-26', 'effective_from': '2002-09-18'}, {'name': 'INPUTMOUNT LIMITED', 'ceased_on': '2002-09-18', 'effective_from': '2002-07-01'}]",,/company/04474263/charges,,,/company/04474263/insolvency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jane Chewins Limited (Premier),"['64999', '65110', '65120']",JANE CHEWINS LTD,7459307,england-wales,2015-12-03,2010-12-03,ltd,active,FALSE,FALSE,2ca9389f5348bf5b2e96b68017713c21ac88017d,FALSE,active,TRUE,FALSE,FALSE,TRUE,Cheshire,SY14 8AQ,Malpas,Unit 8 & 14 Castle Farm,2023-07-31,2024-04-30,FALSE,2022-08-01,2022-07-31,micro-entity,2021-08-01,2022-07-31,2024-04-30,2023-07-31,31,7,FALSE,2023-12-03,FALSE,2022-12-03,2023-12-17,/company/07459307,/company/07459307/filing-history,/company/07459307/officers,/company/07459307/persons-with-significant-control,England,,Cholmondeley,/company/07459307/charges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Woodward Markwell Ins Brks Ltd (Cleo),['66220'],WOODWARD MARKWELL FINANCIAL ADVISERS LTD,2492078,england-wales,2016-03-31,1990-04-12,ltd,active,FALSE,FALSE,e83ce92fdab16da86ab20569fb1609eb56ed364c,FALSE,active,TRUE,FALSE,FALSE,TRUE,Suffolk,IP1 1SL,Ipswich,Friars House,2023-01-31,2023-10-31,FALSE,2022-02-01,2022-01-31,total-exemption-full,2021-02-01,2022-01-31,2023-10-31,2023-01-31,31,1,FALSE,2024-03-31,FALSE,2023-03-31,2024-04-14,/company/02492078,/company/02492078/filing-history,/company/02492078/officers,/company/02492078/persons-with-significant-control,,"[{'name': 'WOODWARD MARKWELL INSURANCE BROKERS LIMITED', 'effective_from': '1990-11-10', 'ceased_on': '2023-03-01'}, {'effective_from': '1990-04-12', 'ceased_on': '1990-11-10', 'name': 'WOODWARD MARKWELL INSURANCE SERVICES LIMITED'}]",2 Falcon Street,/company/02492078/charges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OLD Real Insurance Brokers,['66220'],OLD OAK INSURANCE BROKERS LIMITED,984572,england-wales,2016-05-31,1970-07-14,ltd,,FALSE,FALSE,80f270bfbf664da9a0869928ec61792556660b6f,FALSE,active,TRUE,FALSE,FALSE,TRUE,,SA31 3AL,,50 Lammas Street,2023-04-30,2024-01-31,FALSE,2022-05-01,2022-04-30,total-exemption-full,2021-05-01,2022-04-30,2024-01-31,2023-04-30,30,4,FALSE,2024-02-15,FALSE,2023-02-15,2024-02-29,/company/00984572,/company/00984572/filing-history,/company/00984572/officers,/company/00984572/persons-with-significant-control,,,Carmarthen,/company/00984572/charges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZZZZZZ- Gomez,['66220'],AAA INSURANCE & REINSURANCE BROKERS LIMITED,4474263,england-wales,2015-07-01,2002-07-01,ltd,active,FALSE,FALSE,1eaac1e0c25d561ded67b13891a5fddbfdfc3997,TRUE,liquidation,TRUE,FALSE,FALSE,TRUE,,EC4M 7AU,London,30 Old Bailey,2020-01-31,2021-01-31,TRUE,2019-01-01,2018-12-31,full,2018-01-01,2018-12-31,2021-01-31,2020-01-31,31,1,TRUE,2021-07-01,TRUE,2020-07-01,2021-07-15,/company/04474263,/company/04474263/filing-history,/company/04474263/officers,/company/04474263/persons-with-significant-control,,"[{'name': 'AAA INSURANCE AND REINSURANCE BROKERS LIMITED', 'ceased_on': '2002-09-26', 'effective_from': '2002-09-18'}, {'name': 'INPUTMOUNT LIMITED', 'ceased_on': '2002-09-18', 'effective_from': '2002-07-01'}]",,/company/04474263/charges,,,/company/04474263/insolvency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anthony James Insurance Brokers Ltd (Premier),['82990'],ANTHONY JAMES INSURANCE BROKERS LIMITED,6872651,england-wales,2016-04-07,2009-04-07,ltd,active,FALSE,FALSE,f916659c401d93829ad8c111a53d0565211cfde9,FALSE,active,TRUE,FALSE,FALSE,TRUE,Leicestershire,LE11 5XR,Loughborough,2 Princes Court,2023-09-30,2024-06-30,FALSE,2022-10-01,2022-09-30,small,2021-10-01,2022-09-30,2024-06-30,2023-09-30,30,9,FALSE,2024-04-07,FALSE,2023-04-07,2024-04-21,/company/06872651,/company/06872651/filing-history,/company/06872651/officers,/company/06872651/persons-with-significant-control,,,Royal Way,/company/06872651/charges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finch Commercial Insurance Brokers Ltd t/a Citymain Insurance (The Broker Network - Premier) CANX,['66220'],FINCH COMMERCIAL INSURANCE BROKERS LTD,4251300,england-wales,2015-07-12,2001-07-12,ltd,active,FALSE,FALSE,50127762deca4b69d1af5fae2939558215fea8a9,FALSE,active,TRUE,FALSE,FALSE,TRUE,Berkshire,RG5 3JP,Reading,53a Crockhamwell Road,2022-12-31,2023-09-30,FALSE,2022-01-01,2021-12-31,full,2021-01-01,2021-12-31,2023-09-30,2022-12-31,31,12,FALSE,2023-07-01,FALSE,2022-07-01,2023-07-15,/company/04251300,/company/04251300/filing-history,/company/04251300/officers,/company/04251300/persons-with-significant-control,United Kingdom,"[{'name': 'FINCH COMMERCIAL LTD', 'ceased_on': '2003-02-27', 'effective_from': '2001-07-12'}]",Woodley,/company/04251300/charges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rickard Lazenby International Limited (Hedron Network) CANX,"['65120', '65202']",RICKARD LAZENBY INTERNATIONAL LIMITED,1674837,england-wales,2015-12-04,1982-11-01,ltd,,FALSE,FALSE,17f43a68260bc8bb1b6a85d34ebb068f4d964821,FALSE,active,FALSE,FALSE,FALSE,TRUE,Kent,CT4 6RT,Canterbury,Wootton Park Stable House Wootton Lane,2023-03-31,2023-12-31,FALSE,2022-04-01,2022-03-31,total-exemption-full,2021-04-01,2022-03-31,2023-12-31,2023-03-31,31,3,FALSE,2023-12-04,FALSE,2022-12-04,2023-12-18,/company/01674837,/company/01674837/filing-history,/company/01674837/officers,/company/01674837/persons-with-significant-control,England,"[{'name': 'RICKARD LAZENBY & CO. LIMITED', 'effective_from': '1982-11-01', 'ceased_on': '2003-08-12'}]",Wootton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jelf Insurance Brokers Ltd Edinburgh,['64205'],JELF INSURANCE BROKERS LIMITED,837227,england-wales,2016-06-01,1965-02-10,ltd,,FALSE,FALSE,27b6756dddb0f010d3db0a7b389b45ce14ced25a,FALSE,active,TRUE,FALSE,FALSE,TRUE,,EC3R 5BU,London,1 Tower Place West,2022-12-31,2023-09-30,FALSE,2022-01-01,2021-12-31,full,2021-01-01,2021-12-31,2023-09-30,2022-12-31,31,12,FALSE,2024-02-15,FALSE,2023-02-15,2024-02-29,/company/00837227,/company/00837227/filing-history,/company/00837227/officers,/company/00837227/persons-with-significant-control,United Kingdom,"[{'effective_from': '1990-10-12', 'ceased_on': '2007-10-01', 'name': 'GOSS & CO. (INSURANCE BROKERS) LIMITED'}, {'effective_from': '1983-01-19', 'name': 'GOSS & COMPANY (INSURANCE BROKERS) LIMITED', 'ceased_on': '1990-10-12'}, {'name': 'MASKELL & CO (INSURANCE CONSULTANTS) LIMITED', 'ceased_on': '1983-01-19', 'effective_from': '1965-02-10'}]",Tower Place,/company/00837227/charges,,,,,,,,,,,,,,,,,,,,,,,,,/company/00837227/registers,,,,,,,,,,
Towergate Dawson Whyte (Larne),['65120'],ARDONAGH ADVISORY HOLDINGS LIMITED,11550030,england-wales,,2018-09-03,ltd,,FALSE,,bcc5209a815fa579942ed3bbf6f9064fd06f0923,FALSE,active,TRUE,FALSE,FALSE,TRUE,,EC3R 7PD,London,2 Minster Court,2022-12-31,2023-09-30,FALSE,2022-01-01,2021-12-31,audit-exemption-subsidiary,2021-01-01,2021-12-31,2023-09-30,2022-12-31,31,12,FALSE,2023-09-02,FALSE,2022-09-02,2023-09-16,/company/11550030,/company/11550030/filing-history,/company/11550030/officers,/company/11550030/persons-with-significant-control,United Kingdom,"[{'ceased_on': '2019-12-12', 'effective_from': '2018-09-03', 'name': 'TOWERGATE INSURANCE BROKING HOLDINGS LIMITED'}]",Mincing Lane,/company/11550030/charges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Senior Wright Limited,['65120'],SENIOR WRIGHT INSURANCE SERVICES LIMITED,4424301,england-wales,2016-04-25,2002-04-25,ltd,active,FALSE,FALSE,f4b34abf47e4465c17acceec99073e17fff2c6d6,FALSE,active,FALSE,FALSE,FALSE,TRUE,,EC3N 3AA,London,Marlow House,2023-03-31,2023-12-31,FALSE,2022-04-01,2022-03-31,dormant,2021-04-01,2022-03-31,2023-12-31,2023-03-31,31,3,FALSE,2024-04-25,FALSE,2023-04-25,2024-05-09,/company/04424301,/company/04424301/filing-history,/company/04424301/officers,/company/04424301/persons-with-significant-control,England,"[{'effective_from': '2002-04-25', 'name': 'AMSTEN LIMITED', 'ceased_on': '2002-05-16'}]",Lloyd's Avenue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Abbey Bond Lovis Ltd (CANX),['65120'],ABBEY BOND LOVIS LIMITED,599387,england-wales,2015-06-30,1958-02-24,ltd,,FALSE,FALSE,7cde47fa00f683c96797ec760a2754c6d3cca937,FALSE,active,TRUE,FALSE,FALSE,TRUE,,EC3R 7NE,London,7th Floor Corn Exchange,2022-12-31,2023-09-30,FALSE,2022-04-01,2022-03-31,audit-exemption-subsidiary,2021-04-01,2022-03-31,2023-09-30,2022-12-31,31,12,FALSE,2023-06-30,FALSE,2022-06-30,2023-07-14,/company/00599387,/company/00599387/filing-history,/company/00599387/officers,/company/00599387/persons-with-significant-control,England,"[{'ceased_on': '2006-03-07', 'effective_from': '1995-02-24', 'name': 'BOND LOVIS INSURANCE BROKERS LIMITED'}, {'ceased_on': '1995-02-24', 'effective_from': '1958-02-24', 'name': 'CLARKES INSURANCE (GREENGATE) LIMITED'}]",55 Mark Lane,/company/00599387/charges,,,,,,,,,,,,,,,,,,,,,,,,,/company/00599387/registers,,,,,,,,,,
D2 Corporate Solutions (BI),['65120'],J.M. GLENDINNING (INSURANCE BROKERS) CORPORATE LIMITED,8814614,england-wales,2015-12-13,2013-12-13,ltd,active,FALSE,FALSE,f7127366fc85ec549598d2bff47891ed7830dd05,FALSE,active,TRUE,FALSE,FALSE,TRUE,,LS20 9LT,Leeds,Elmwood House Ghyll Royd,2023-03-31,2023-12-31,FALSE,2022-04-01,2022-03-31,audit-exemption-subsidiary,2021-04-01,2022-03-31,2023-12-31,2023-03-31,31,3,FALSE,2023-12-13,FALSE,2022-12-13,2023-12-27,/company/08814614,/company/08814614/filing-history,/company/08814614/officers,/company/08814614/persons-with-significant-control,,"[{'ceased_on': '2015-02-25', 'name': 'J.M. GLENDINNING (INSURANCE BROKERS) MIDLANDS LIMITED', 'effective_from': '2014-01-08'}, {'ceased_on': '2014-01-08', 'effective_from': '2013-12-13', 'name': 'GWECO 611 LIMITED'}]",Guiseley,/company/08814614/charges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Abbey Bond Lovis Ltd CANX,['65120'],ABBEY BOND LOVIS LIMITED,599387,england-wales,2015-06-30,1958-02-24,ltd,,FALSE,FALSE,7cde47fa00f683c96797ec760a2754c6d3cca937,FALSE,active,TRUE,FALSE,FALSE,TRUE,,EC3R 7NE,London,7th Floor Corn Exchange,2022-12-31,2023-09-30,FALSE,2022-04-01,2022-03-31,audit-exemption-subsidiary,2021-04-01,2022-03-31,2023-09-30,2022-12-31,31,12,FALSE,2023-06-30,FALSE,2022-06-30,2023-07-14,/company/00599387,/company/00599387/filing-history,/company/00599387/officers,/company/00599387/persons-with-significant-control,England,"[{'ceased_on': '2006-03-07', 'effective_from': '1995-02-24', 'name': 'BOND LOVIS INSURANCE BROKERS LIMITED'}, {'ceased_on': '1995-02-24', 'effective_from': '1958-02-24', 'name': 'CLARKES INSURANCE (GREENGATE) LIMITED'}]",55 Mark Lane,/company/00599387/charges,,,,,,,,,,,,,,,,,,,,,,,,,/company/00599387/registers,,,,,,,,,,
The Alan Stevenson Partnership Limited,['66220'],THE ALAN STEVENSON PARTNERSHIP LTD.,4320605,england-wales,2015-11-12,2001-11-12,ltd,active,FALSE,FALSE,a8c6fa4a906cc444d3844a5dd2c7801ee47b4fc3,FALSE,active,TRUE,FALSE,FALSE,TRUE,,WA14 1ET,Cheshire,34 Victoria Street,2023-02-28,2023-11-30,FALSE,2022-03-01,2022-02-28,unaudited-abridged,2021-03-01,2022-02-28,2023-11-30,2023-02-28,28,2,FALSE,2023-11-12,FALSE,2022-11-12,2023-11-26,/company/04320605,/company/04320605/filing-history,/company/04320605/officers,/company/04320605/persons-with-significant-control,,,Altrincham,/company/04320605/charges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Attis Insurance Brokers Ltd (Brigg) (Premier),,ATTIS INSURANCE BROKERS LTD,12955173,england-wales,,2020-10-15,ltd,,FALSE,,284750e4f8ec86919a9a14cc3504ec2010c2a70f,FALSE,active,FALSE,FALSE,FALSE,TRUE,,LS11 8EG,Leeds,Millshaw,2022-12-31,2023-09-30,FALSE,2022-01-01,2021-12-31,full,2020-10-15,2021-12-31,2023-09-30,2022-12-31,31,12,FALSE,2023-09-02,FALSE,2022-09-02,2023-09-16,/company/12955173,/company/12955173/filing-history,/company/12955173/officers,/company/12955173/persons-with-significant-control,England,"[{'ceased_on': '2021-03-10', 'name': 'WYCG LIMITED', 'effective_from': '2020-10-15'}]",Millshaw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lockton Companies International Ltd (Birmingham),['65120'],INTERNATIONAL RISK SOLUTIONS INSURANCE BROKER (EUROPE) LTD UK BRANCH,BR023324,,,2020-12-23,uk-establishment,,,,8635196e27bcb1555cbba315fb64efa438c053d8,,open,,,FALSE,FALSE,,EC3A 5EB,London,33 Creechurch Lane,,,,,,,,,,,,,,,,,,/company/BR023324,,,,,,,,,,,INTERNATIONAL RISK SOLUTIONS INSURANCE BROKER (EUROPE) LTD,FC038232,(Re)Insurance Broking,/company/FC038232,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brady Insurance Services Ltd,"['65120', '65202', '68320']",BRADY INSURANCE SERVICES LIMITED,NI028419,northern-ireland,2016-03-31,1994-04-28,ltd,active,FALSE,FALSE,89c4d45e1e49b6067da2d397d45364d76ef93afa,FALSE,active,TRUE,FALSE,FALSE,TRUE,,BT74 6HQ,Co. Fermanagh,13 Dublin Road,2023-05-31,2024-02-29,FALSE,2022-06-01,2022-05-31,total-exemption-full,2021-06-01,2022-05-31,2024-02-29,2023-05-31,31,5,FALSE,2024-03-31,FALSE,2023-03-31,2024-04-14,/company/NI028419,/company/NI028419/filing-history,/company/NI028419/officers,/company/NI028419/persons-with-significant-control,,,Enniskillen,/company/NI028419/charges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GS Group (Glasgow),['66220'],LITTLENLARGE.COM LIMITED,4934940,england-wales,2015-10-16,2003-10-16,ltd,active,FALSE,FALSE,3b5d4abcbdc85278d1ec762f8a58772342816374,FALSE,active,TRUE,FALSE,FALSE,TRUE,,M33 2GS,Sale,No. 1 Dovecote,2022-04-30,2023-04-30,TRUE,2021-05-01,2021-04-30,small,2020-05-01,2021-04-30,2023-04-30,2022-04-30,30,4,TRUE,2023-12-18,FALSE,2022-12-18,2024-01-01,/company/04934940,/company/04934940/filing-history,/company/04934940/officers,/company/04934940/persons-with-significant-control,England,"[{'name': 'GSS INSURANCE BROKERS LIMITED', 'effective_from': '2009-08-18', 'ceased_on': '2011-12-14'}, {'ceased_on': '2009-08-18', 'effective_from': '2003-11-27', 'name': 'GOLD SEAL INSURANCE & PROPERTY SERVICES LIMITED'}, {'ceased_on': '2003-11-27', 'effective_from': '2003-10-16', 'name': 'GOLD SEAL INSURANCE SERVICES LTD'}]",Old Hall Road,/company/04934940/charges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A Plan (Birmingham),['66220'],AAA INSURANCE & REINSURANCE BROKERS LIMITED,4474263,england-wales,2015-07-01,2002-07-01,ltd,active,FALSE,FALSE,1eaac1e0c25d561ded67b13891a5fddbfdfc3997,TRUE,liquidation,TRUE,FALSE,FALSE,TRUE,,EC4M 7AU,London,30 Old Bailey,2020-01-31,2021-01-31,TRUE,2019-01-01,2018-12-31,full,2018-01-01,2018-12-31,2021-01-31,2020-01-31,31,1,TRUE,2021-07-01,TRUE,2020-07-01,2021-07-15,/company/04474263,/company/04474263/filing-history,/company/04474263/officers,/company/04474263/persons-with-significant-control,,"[{'name': 'AAA INSURANCE AND REINSURANCE BROKERS LIMITED', 'ceased_on': '2002-09-26', 'effective_from': '2002-09-18'}, {'name': 'INPUTMOUNT LIMITED', 'ceased_on': '2002-09-18', 'effective_from': '2002-07-01'}]",,/company/04474263/charges,,,/company/04474263/insolvency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
